student_id,exercise_is_correct_ratio,exercise_completion_velocity,practice_problems_solved,quiz_score,avg_exercise_attempts,avg_exercise_execution_time_ms,predicted_pass_probability,risk_level
3707,0.91,508.3,6,8.9,5.4,7193,0.954,LOW
3708,0.2,450.9,12,55.4,6.0,5529,0.269,HIGH
3709,0.88,575.9,64,97.8,5.1,5905,0.999,LOW
3710,0.31,452.0,69,96.2,4.0,5734,0.911,LOW
3711,0.69,151.4,39,39.3,5.2,9695,0.67,MEDIUM
3712,0.97,5.0,45,94.4,1.8,8494,0.001,HIGH
3713,0.22,567.7,25,4.0,7.2,5996,0.306,HIGH
3714,0.99,599.9,80,43.9,3.0,8416,0.999,LOW
3715,0.13,510.2,1,54.9,6.3,3409,0.21,HIGH
3716,0.59,122.9,5,8.0,2.1,8888,0.219,HIGH
3717,0.6,603.0,49,70.0,3.3,4130,0.986,LOW
3718,0.64,32.9,11,33.1,8.2,3465,0.203,HIGH
3719,0.65,418.3,98,3.3,5.6,9047,0.957,LOW
3720,0.95,586.3,12,78.4,8.6,8600,0.992,LOW
3721,0.64,496.4,10,91.6,1.9,1640,0.969,LOW
3722,0.34,195.0,52,24.9,5.9,847,0.296,HIGH
3723,0.13,573.8,28,62.2,8.9,9623,0.37,HIGH
3724,0.93,406.3,53,9.5,8.5,2032,0.976,LOW
3725,0.27,73.0,34,19.4,5.7,2609,0.058,HIGH
3726,0.11,189.6,2,48.9,1.6,1510,0.051,HIGH
3727,0.49,388.4,27,52.3,9.4,2152,0.663,MEDIUM
3728,0.03,594.3,24,27.0,7.5,3868,0.194,HIGH
3729,0.13,246.2,62,36.6,8.2,1247,0.152,HIGH
3730,0.23,339.1,80,83.3,5.1,5929,0.735,LOW
3731,0.04,65.9,29,21.4,7.1,7763,0.008,HIGH
3732,0.96,366.7,29,2.2,4.3,4941,0.96,LOW
3733,0.78,508.0,1,65.3,2.8,6522,0.967,LOW
3734,0.11,296.4,73,1.1,8.7,2549,0.125,HIGH
3735,0.15,200.6,87,75.8,6.0,3010,0.421,MEDIUM
3736,0.8,199.0,60,15.1,5.7,1000,0.896,LOW
3737,0.41,455.9,79,92.4,1.8,1757,0.973,LOW
3738,0.8,558.2,13,86.2,4.9,8920,0.985,LOW
3739,0.57,605.7,52,19.9,9.5,5591,0.924,LOW
3740,0.53,312.6,0,81.9,6.5,6364,0.58,MEDIUM
3741,0.34,589.8,50,79.4,3.7,4430,0.935,LOW
3742,0.33,53.5,2,51.8,5.9,1243,0.059,HIGH
3743,0.69,341.4,13,60.6,5.8,6936,0.835,LOW
3744,0.9,289.9,92,14.3,3.8,7513,0.985,LOW
3745,0.19,255.1,41,29.9,9.1,8329,0.085,HIGH
3746,0.29,462.7,40,31.8,7.0,9038,0.452,MEDIUM
3747,0.55,458.9,13,23.4,2.2,8156,0.755,LOW
3748,0.24,627.5,53,4.8,10.0,2695,0.591,MEDIUM
3749,0.18,104.2,83,22.8,2.8,5767,0.179,HIGH
3750,0.63,411.5,27,3.3,5.5,4344,0.759,LOW
3751,0.38,121.4,61,19.4,1.1,8766,0.319,HIGH
3752,0.88,602.0,52,56.8,3.4,5374,0.997,LOW
3753,0.08,343.7,71,96.6,9.7,799,0.439,MEDIUM
3754,0.88,320.5,53,18.7,1.5,1801,0.978,LOW
3755,0.97,420.9,99,87.0,7.5,8166,0.999,LOW
3756,0.9,4.9,36,93.6,8.6,4608,0.0,HIGH
3757,0.18,452.9,84,23.0,3.8,2284,0.67,MEDIUM
3758,0.86,322.6,98,28.6,4.8,5398,0.99,LOW
3759,0.61,406.1,57,39.9,1.3,1688,0.955,LOW
3760,0.43,455.1,76,45.5,7.2,6268,0.882,LOW
3761,0.09,325.3,49,38.4,3.0,887,0.228,HIGH
3762,0.82,167.5,98,45.7,2.7,1810,0.983,LOW
3763,0.21,266.6,31,22.0,9.7,1676,0.084,HIGH
3764,0.22,353.5,72,9.4,7.7,6745,0.306,HIGH
3765,0.29,402.3,77,60.2,8.8,8407,0.694,MEDIUM
3766,0.73,606.9,68,15.5,1.7,5849,0.991,LOW
3767,0.73,245.2,60,48.1,4.7,948,0.938,LOW
3768,0.98,58.7,10,14.3,1.0,1214,0.831,LOW
3769,0.28,503.1,74,46.3,7.1,5751,0.792,LOW
3770,0.08,520.9,44,23.1,6.8,1304,0.288,HIGH
3771,0.19,474.3,85,62.6,2.4,2287,0.864,LOW
3772,0.15,145.5,68,75.4,9.3,8079,0.144,HIGH
3773,0.9,2.9,17,98.8,9.7,4191,0.0,HIGH
3774,0.73,583.5,70,88.3,1.1,1391,0.998,LOW
3775,0.75,362.8,93,67.4,4.1,6532,0.991,LOW
3776,0.14,208.2,64,0.0,1.1,1475,0.155,HIGH
3777,0.61,302.9,17,40.0,7.7,2628,0.646,MEDIUM
3778,0.25,313.0,83,66.1,5.8,3642,0.684,MEDIUM
3779,0.04,164.5,62,48.8,5.0,8731,0.07,HIGH
3780,0.68,316.0,95,91.5,8.3,6257,0.981,LOW
3781,0.67,311.3,18,14.5,3.4,5258,0.718,LOW
3782,0.18,63.1,7,89.4,2.5,1451,0.072,HIGH
3783,0.28,520.4,46,9.1,4.7,3298,0.589,MEDIUM
3784,0.78,458.5,42,61.1,2.1,9731,0.984,LOW
3785,0.14,164.9,96,40.1,5.4,9013,0.235,HIGH
3786,0.6,208.4,62,22.8,9.3,8953,0.61,MEDIUM
3787,0.9,236.1,98,49.3,8.5,2963,0.987,LOW
3788,0.03,530.3,72,36.1,5.2,7154,0.448,MEDIUM
3789,0.14,397.8,81,53.5,2.1,1164,0.703,LOW
3790,0.67,426.6,1,27.8,1.0,9856,0.823,LOW
3791,0.6,51.1,58,70.9,5.2,2755,0.703,LOW
3792,0.37,33.2,66,64.4,4.1,2672,0.377,HIGH
3793,0.62,470.1,70,93.6,7.0,5827,0.984,LOW
3794,0.65,244.6,4,48.4,7.2,635,0.604,MEDIUM
3795,0.93,582.6,34,93.5,6.6,8674,0.997,LOW
3796,0.59,223.8,43,23.0,4.5,6751,0.64,MEDIUM
3797,0.34,81.1,55,52.7,2.1,5072,0.321,HIGH
3798,0.26,154.8,36,36.7,4.3,708,0.154,HIGH
3799,0.34,558.2,37,15.9,7.0,3754,0.642,MEDIUM
3800,0.27,436.5,73,11.4,3.8,1012,0.682,MEDIUM
3801,0.13,171.2,27,81.5,9.3,5194,0.066,HIGH
3802,0.57,276.2,40,15.6,9.7,6174,0.493,MEDIUM
3803,0.75,64.9,3,89.3,4.0,1320,0.726,LOW
3804,0.08,146.8,11,88.9,8.3,4021,0.035,HIGH
3805,0.17,516.6,7,4.0,5.7,4314,0.151,HIGH
3806,0.56,591.4,50,36.6,5.9,985,0.962,LOW
3807,0.73,85.1,28,86.7,4.3,7287,0.786,LOW
3808,0.92,378.4,94,5.4,7.0,6239,0.989,LOW
3809,0.15,365.2,28,36.5,9.5,6890,0.106,HIGH
3810,0.36,458.7,93,55.1,3.8,5537,0.934,LOW
3811,0.69,496.7,42,48.1,8.4,7724,0.945,LOW
3812,0.75,559.5,95,88.0,7.2,6922,0.998,LOW
3813,0.31,178.6,47,81.3,9.1,2447,0.327,HIGH
3814,0.23,147.4,24,71.1,4.4,7014,0.124,HIGH
3815,0.06,217.3,32,89.6,7.9,2222,0.1,HIGH
3816,0.05,120.6,51,91.3,9.8,5119,0.064,HIGH
3817,0.47,349.6,47,56.6,9.4,1737,0.714,LOW
3818,0.42,113.6,34,23.6,9.3,894,0.145,HIGH
3819,0.06,366.3,41,33.8,2.3,9432,0.154,HIGH
3820,0.92,3.4,25,92.1,4.3,6474,0.0,HIGH
3821,0.46,416.3,37,49.1,1.9,8292,0.809,LOW
3822,0.98,520.9,3,10.7,8.8,2514,0.966,LOW
3823,0.02,308.6,62,57.3,10.0,3981,0.124,HIGH
3824,0.15,271.7,12,70.5,2.9,886,0.172,HIGH
3825,0.21,199.9,98,88.6,2.1,7053,0.716,LOW
3826,0.85,345.2,67,97.5,9.5,3953,0.99,LOW
3827,0.63,232.7,70,43.8,4.8,4325,0.885,LOW
3828,1.0,3.9,34,99.4,6.1,6100,0.001,HIGH
3829,0.26,545.8,48,38.0,4.7,6329,0.703,LOW
3830,0.67,246.0,99,15.1,2.9,3991,0.949,LOW
3831,0.59,595.4,35,88.4,2.9,8787,0.981,LOW
3832,0.85,377.3,40,59.1,3.7,7060,0.979,LOW
3833,0.51,222.1,12,20.6,3.6,5798,0.317,HIGH
3834,0.04,253.0,0,61.5,8.3,1558,0.027,HIGH
3835,0.93,612.0,32,60.4,4.3,4116,0.997,LOW
3836,0.62,402.3,38,92.4,8.9,864,0.94,LOW
3837,0.5,199.6,67,16.4,1.2,8574,0.653,MEDIUM
3838,0.68,576.2,72,1.2,5.9,1838,0.979,LOW
3839,0.52,265.7,1,11.2,8.7,7569,0.179,HIGH
3840,0.88,135.5,25,40.9,9.4,9972,0.732,LOW
3841,0.56,523.4,98,89.6,5.2,6402,0.993,LOW
3842,0.82,508.1,64,32.3,7.9,7438,0.985,LOW
3843,0.98,171.5,14,90.4,7.8,4710,0.947,LOW
3844,0.12,570.7,64,25.5,3.6,7464,0.604,MEDIUM
3845,0.13,329.3,27,20.7,6.6,5339,0.081,HIGH
3846,0.28,377.0,71,3.7,4.3,2367,0.531,MEDIUM
3847,0.65,196.5,84,53.4,5.2,4337,0.922,LOW
3848,0.45,339.1,73,37.8,1.4,8634,0.855,LOW
3849,0.47,513.0,83,23.0,3.2,727,0.959,LOW
3850,0.2,555.4,3,43.5,9.3,2320,0.267,HIGH
3851,0.31,311.4,57,93.5,5.8,7759,0.677,MEDIUM
3852,0.61,288.8,84,20.6,7.7,2326,0.881,LOW
3853,0.89,477.9,92,67.2,4.4,9598,0.998,LOW
3854,0.19,504.8,77,48.8,9.4,1738,0.69,MEDIUM
3855,0.85,297.6,23,48.9,5.2,636,0.94,LOW
3856,0.64,580.5,95,17.7,8.3,556,0.987,LOW
3857,0.28,179.2,57,11.6,5.9,5446,0.162,HIGH
3858,0.47,624.0,93,50.5,4.1,3734,0.988,LOW
3859,0.76,343.4,77,98.6,7.7,4089,0.989,LOW
3860,0.54,150.8,95,5.4,8.6,8099,0.595,MEDIUM
3861,0.56,418.8,37,57.2,4.4,7831,0.878,LOW
3862,0.98,2.9,43,97.7,6.8,7755,0.001,HIGH
3863,0.87,617.9,26,81.9,1.3,757,0.998,LOW
3864,0.52,88.2,91,38.1,1.4,7486,0.758,LOW
3865,0.19,257.9,61,6.8,5.0,6622,0.154,HIGH
3866,0.67,324.7,96,44.7,4.0,787,0.98,LOW
3867,0.99,193.2,28,23.4,8.9,6623,0.883,LOW
3868,0.49,362.1,52,41.8,9.9,9042,0.666,MEDIUM
3869,0.61,144.5,0,74.8,3.3,2835,0.541,MEDIUM
3870,0.92,462.3,59,38.8,4.1,6716,0.993,LOW
3871,0.12,420.1,63,48.4,4.7,5382,0.443,MEDIUM
3872,0.78,62.1,53,90.8,3.2,3174,0.927,LOW
3873,0.8,165.6,12,50.1,8.2,5297,0.697,MEDIUM
3874,0.22,587.9,34,4.5,9.9,4747,0.349,HIGH
3875,0.72,227.4,47,63.3,5.2,6441,0.895,LOW
3876,0.76,34.6,72,74.0,6.4,6452,0.876,LOW
3877,0.48,499.7,7,54.8,8.6,7253,0.669,MEDIUM
3878,0.29,412.7,39,93.0,7.4,8664,0.636,MEDIUM
3879,0.26,406.4,85,50.3,4.5,6387,0.774,LOW
3880,0.66,150.1,15,75.6,9.2,4725,0.56,MEDIUM
3881,0.95,160.2,52,27.7,3.5,2436,0.958,LOW
3882,0.2,155.9,0,44.0,4.4,8275,0.035,HIGH
3883,0.5,110.8,8,56.6,4.3,7084,0.244,HIGH
3884,0.41,274.6,6,16.8,6.3,7847,0.154,HIGH
3885,0.31,132.4,56,57.0,3.0,8753,0.304,HIGH
3886,0.79,121.1,94,70.6,4.4,4210,0.974,LOW
3887,0.71,50.0,26,61.1,4.6,4668,0.63,MEDIUM
3888,0.77,379.7,6,60.9,5.6,5747,0.907,LOW
3889,0.71,154.2,32,29.7,1.3,1731,0.784,LOW
3890,0.01,209.4,38,51.3,4.8,7018,0.047,HIGH
3891,0.9,257.6,37,13.2,3.4,2009,0.939,LOW
3892,0.19,316.9,39,16.6,7.5,2256,0.135,HIGH
3893,0.05,349.8,26,62.8,2.4,2408,0.18,HIGH
3894,0.02,423.6,98,64.9,8.3,504,0.565,MEDIUM
3895,0.46,575.2,7,28.1,8.7,1753,0.678,MEDIUM
3896,0.4,231.6,68,12.4,6.3,8135,0.403,MEDIUM
3897,0.9,606.1,0,69.2,3.0,7513,0.991,LOW
3898,0.9,1.5,15,94.7,4.2,5087,0.0,HIGH
3899,0.96,83.0,60,7.9,3.3,5812,0.921,LOW
3900,0.6,472.8,4,55.3,7.0,2359,0.824,LOW
3901,0.21,613.5,65,83.9,8.8,7989,0.847,LOW
3902,0.82,441.7,46,50.1,8.5,8594,0.97,LOW
3903,0.87,471.3,95,6.2,8.2,7458,0.991,LOW
3904,0.97,517.9,2,66.2,1.9,7508,0.991,LOW
3905,0.26,548.4,56,73.8,9.9,5791,0.765,LOW
3906,0.84,267.5,63,9.1,8.6,753,0.925,LOW
3907,0.2,274.3,2,16.8,6.5,719,0.053,HIGH
3908,0.38,189.4,45,36.9,9.7,3682,0.242,HIGH
3909,0.11,495.4,81,59.0,3.5,8178,0.716,LOW
3910,0.7,105.5,40,62.0,7.0,522,0.749,LOW
3911,0.99,3.3,31,91.5,9.5,7076,0.0,HIGH
3912,0.87,230.0,79,18.9,2.2,882,0.979,LOW
3913,0.99,468.1,57,37.6,3.7,920,0.996,LOW
3914,0.04,155.6,4,51.4,9.1,7475,0.01,HIGH
3915,0.64,231.1,86,94.1,5.9,1328,0.971,LOW
3916,0.27,145.6,56,53.2,3.7,1155,0.317,HIGH
3917,0.7,68.9,21,17.5,3.3,738,0.492,MEDIUM
3918,0.3,84.0,29,86.2,6.8,4541,0.166,HIGH
3919,0.27,494.1,96,85.7,7.9,4598,0.926,LOW
3920,0.9,194.0,12,4.0,7.3,6427,0.698,MEDIUM
3921,0.7,343.8,30,46.5,3.0,4493,0.911,LOW
3922,0.94,518.7,51,53.2,8.8,8495,0.992,LOW
3923,0.45,458.8,7,64.8,7.4,9377,0.609,MEDIUM
3924,0.5,200.8,96,86.6,8.8,3990,0.892,LOW
3925,0.91,96.8,77,95.6,7.4,6230,0.978,LOW
3926,0.56,338.8,7,61.2,9.4,882,0.616,MEDIUM
3927,0.82,243.9,7,3.3,7.9,2507,0.652,MEDIUM
3928,0.51,542.3,41,39.6,4.5,8990,0.902,LOW
3929,0.25,249.9,53,55.4,4.3,3248,0.377,HIGH
3930,0.22,266.6,0,20.8,9.9,2476,0.037,HIGH
3931,0.88,4.4,40,99.0,4.3,7730,0.001,HIGH
3932,0.32,156.6,71,50.4,9.6,5931,0.292,HIGH
3933,0.13,61.8,94,13.7,7.7,3271,0.082,HIGH
3934,0.5,350.1,32,92.9,1.9,3006,0.896,LOW
3935,0.95,59.3,77,68.9,5.0,2759,0.977,LOW
3936,0.11,141.5,12,55.5,2.6,4715,0.044,HIGH
3937,0.9,224.6,53,52.2,6.9,8502,0.953,LOW
3938,0.49,79.1,95,44.3,4.9,4629,0.702,LOW
3939,0.72,543.1,27,54.6,4.1,3063,0.976,LOW
3940,0.01,153.0,92,91.6,5.0,6464,0.252,HIGH
3941,0.97,3.1,47,97.5,8.9,860,0.001,HIGH
3942,0.38,413.2,85,90.1,4.4,9133,0.935,LOW
3943,0.92,244.9,90,48.7,2.1,7762,0.992,LOW
3944,0.12,545.1,16,43.7,5.8,3364,0.293,HIGH
3945,0.95,249.5,98,47.3,8.8,2331,0.991,LOW
3946,0.2,38.6,35,57.8,4.4,3321,0.068,HIGH
3947,0.92,307.8,58,92.5,5.7,7607,0.991,LOW
3948,0.65,196.0,44,6.0,8.3,4286,0.544,MEDIUM
3949,0.21,287.1,22,8.5,4.2,3701,0.097,HIGH
3950,0.38,450.7,18,52.3,2.9,2531,0.697,MEDIUM
3951,0.14,524.2,55,43.3,1.4,5550,0.642,MEDIUM
3952,0.62,241.3,18,66.5,4.4,7695,0.714,LOW
3953,0.43,562.2,25,6.1,9.0,5397,0.604,MEDIUM
3954,0.83,35.4,35,78.7,6.1,7845,0.809,LOW
3955,0.58,606.5,78,40.2,1.4,9269,0.988,LOW
3956,0.39,81.7,68,86.3,3.3,3454,0.607,MEDIUM
3957,0.1,256.7,54,55.0,10.0,9837,0.094,HIGH
3958,0.1,528.2,2,97.8,3.1,1674,0.458,MEDIUM
3959,0.11,183.5,31,7.0,2.9,6972,0.037,HIGH
3960,0.44,361.8,86,19.8,5.4,4220,0.829,LOW
3961,0.63,252.1,43,5.6,2.2,8545,0.701,LOW
3962,0.16,128.6,96,80.9,1.9,5830,0.502,MEDIUM
3963,0.41,538.9,38,19.5,9.7,4020,0.66,MEDIUM
3964,0.83,267.7,95,98.8,10.0,6341,0.99,LOW
3965,0.57,100.3,86,17.4,3.9,4076,0.72,LOW
3966,0.83,543.0,43,18.2,1.9,4888,0.987,LOW
3967,0.53,298.0,6,4.9,1.7,2419,0.434,MEDIUM
3968,0.23,145.7,33,30.6,8.6,7760,0.049,HIGH
3969,0.61,260.3,62,88.1,7.1,8567,0.903,LOW
3970,0.22,372.6,8,20.3,5.9,6307,0.108,HIGH
3971,0.92,620.8,34,70.5,5.7,7319,0.996,LOW
3972,0.2,356.5,76,76.3,6.1,8173,0.615,MEDIUM
3973,0.86,444.5,39,61.0,3.6,724,0.99,LOW
3974,0.05,232.5,58,75.3,8.6,9651,0.106,HIGH
3975,0.64,446.8,71,46.0,4.0,990,0.977,LOW
3976,0.76,246.9,73,75.9,9.9,1440,0.961,LOW
3977,0.78,612.2,13,29.3,3.0,5394,0.977,LOW
3978,0.57,443.8,31,29.5,4.1,3472,0.852,LOW
3979,0.01,343.3,47,81.0,7.6,6524,0.162,HIGH
3980,0.74,33.2,69,82.8,4.9,5360,0.896,LOW
3981,0.21,99.5,72,57.4,1.0,9437,0.267,HIGH
3982,0.33,553.2,7,81.5,6.1,9261,0.672,MEDIUM
3983,0.11,214.1,9,9.9,3.8,8646,0.021,HIGH
3984,0.42,240.7,98,27.0,1.9,9640,0.791,LOW
3985,0.36,446.0,64,81.6,7.1,5766,0.866,LOW
3986,0.84,252.9,38,78.1,4.6,8339,0.958,LOW
3987,0.01,433.7,21,80.4,6.3,1124,0.19,HIGH
3988,0.12,99.5,17,1.4,4.9,3710,0.013,HIGH
3989,0.43,612.0,98,71.5,7.0,884,0.987,LOW
3990,0.21,507.0,81,33.6,2.9,3862,0.806,LOW
3991,0.92,125.8,26,68.5,2.0,9509,0.931,LOW
3992,0.88,580.1,3,12.9,4.9,9492,0.96,LOW
3993,0.72,482.2,45,3.0,6.4,3848,0.935,LOW
3994,0.18,317.0,93,77.3,5.0,8545,0.667,MEDIUM
3995,0.47,128.4,73,34.2,9.0,3972,0.459,MEDIUM
3996,0.03,160.3,59,38.2,8.5,2020,0.048,HIGH
3997,0.79,196.3,70,30.2,7.2,5894,0.906,LOW
3998,0.24,350.7,12,41.7,9.4,9258,0.111,HIGH
3999,0.3,335.5,70,86.3,4.4,4047,0.798,LOW
4000,0.66,84.8,96,8.7,8.4,5048,0.725,LOW
4001,0.38,595.4,13,74.4,4.1,7608,0.837,LOW
4002,0.66,555.6,27,63.1,2.2,1010,0.98,LOW
4003,0.02,442.8,24,42.9,7.3,4000,0.108,HIGH
4004,0.07,239.4,74,90.2,3.7,7258,0.353,HIGH
4005,0.8,260.3,58,46.9,8.4,1023,0.943,LOW
4006,0.91,611.0,43,97.7,3.5,6465,0.999,LOW
4007,0.06,542.1,59,3.6,10.0,2506,0.225,HIGH
4008,0.93,250.6,89,38.4,4.7,9101,0.988,LOW
4009,0.65,56.3,33,21.2,9.0,7429,0.275,HIGH
4010,0.29,237.0,56,34.7,2.2,1960,0.43,MEDIUM
4011,0.8,157.1,91,12.0,7.1,2869,0.926,LOW
4012,0.1,261.2,9,78.1,2.2,5689,0.109,HIGH
4013,0.48,610.9,10,86.2,6.9,4492,0.912,LOW
4014,0.65,266.3,53,24.0,2.1,1833,0.874,LOW
4015,0.6,367.5,57,8.0,1.4,2557,0.895,LOW
4016,0.48,340.0,64,43.3,1.3,4369,0.88,LOW
4017,0.34,298.8,57,35.6,7.5,1655,0.479,MEDIUM
4018,0.1,593.9,7,97.0,6.4,8875,0.421,MEDIUM
4019,0.86,112.5,6,70.5,2.9,3804,0.846,LOW
4020,0.8,423.2,2,6.4,2.7,4757,0.881,LOW
4021,0.35,338.5,16,13.4,5.1,3266,0.237,HIGH
4022,0.08,255.9,88,89.6,4.2,8158,0.466,MEDIUM
4023,0.32,452.2,47,23.4,9.0,9600,0.433,MEDIUM
4024,0.48,271.0,31,40.9,2.9,1496,0.621,MEDIUM
4025,0.7,262.2,93,98.9,9.2,3611,0.98,LOW
4026,0.41,345.5,45,78.5,7.8,6814,0.693,MEDIUM
4027,0.03,174.7,28,82.8,2.7,7758,0.069,HIGH
4028,0.46,421.4,3,20.2,8.0,9140,0.334,HIGH
4029,0.77,439.0,66,50.3,3.4,4031,0.988,LOW
4030,0.92,248.4,80,48.0,7.7,1236,0.985,LOW
4031,0.65,53.7,37,89.7,8.5,9876,0.581,MEDIUM
4032,0.06,52.1,34,27.1,6.9,2555,0.014,HIGH
4033,0.38,412.7,81,88.6,1.7,1408,0.959,LOW
4034,0.6,588.7,86,82.3,5.4,3495,0.995,LOW
4035,1.0,329.3,7,77.2,5.3,6532,0.976,LOW
4036,0.93,2.2,38,99.7,4.0,847,0.001,HIGH
4037,0.05,331.5,27,45.4,7.0,6805,0.067,HIGH
4038,0.08,510.9,89,68.2,4.1,9557,0.75,LOW
4039,0.83,194.6,82,46.5,4.6,898,0.975,LOW
4040,0.23,225.0,1,60.1,4.8,8711,0.083,HIGH
4041,0.98,315.4,20,36.1,2.2,6674,0.97,LOW
4042,0.98,448.2,53,34.9,4.9,2412,0.994,LOW
4043,0.47,433.5,6,72.4,7.4,1239,0.697,MEDIUM
4044,0.16,188.7,27,56.8,5.6,9801,0.072,HIGH
4045,0.66,558.3,61,91.9,7.4,1372,0.991,LOW
4046,0.22,247.3,78,22.9,1.4,5315,0.42,MEDIUM
4047,0.27,260.6,90,14.2,3.8,2499,0.534,MEDIUM
4048,0.75,201.2,37,42.8,8.3,4280,0.784,LOW
4049,0.72,460.1,46,33.0,9.8,8498,0.922,LOW
4050,0.47,212.8,34,10.9,4.8,2294,0.354,HIGH
4051,0.77,462.9,16,78.2,2.4,536,0.982,LOW
4052,0.34,576.4,78,79.4,2.6,2724,0.972,LOW
4053,0.87,1.5,36,92.7,1.2,4702,0.001,HIGH
4054,0.98,325.4,1,40.7,6.8,1009,0.945,LOW
4055,0.24,324.6,92,81.3,6.6,7748,0.743,LOW
4056,0.57,290.1,24,44.6,4.4,6167,0.679,MEDIUM
4057,0.02,288.9,14,15.8,1.2,2206,0.042,HIGH
4058,0.89,82.4,56,6.1,6.1,2320,0.841,LOW
4059,0.56,202.8,60,74.6,1.6,6766,0.871,LOW
4060,0.69,262.5,36,80.6,9.3,4009,0.868,LOW
4061,0.73,614.5,7,18.7,3.8,9741,0.943,LOW
4062,0.23,366.7,50,16.5,4.6,4389,0.333,HIGH
4063,0.46,51.5,64,2.6,1.5,5892,0.315,HIGH
4064,0.88,1.5,20,97.9,1.5,6514,0.0,HIGH
4065,0.98,360.9,20,38.8,4.9,9173,0.968,LOW
4066,0.72,499.7,51,91.1,2.6,8390,0.991,LOW
4067,0.83,143.6,12,21.1,4.3,4116,0.693,MEDIUM
4068,0.09,581.6,39,66.8,9.6,2628,0.465,MEDIUM
4069,0.29,378.2,62,16.6,2.3,6362,0.556,MEDIUM
4070,0.68,314.6,85,70.8,1.3,6253,0.984,LOW
4071,0.68,117.9,62,93.5,2.8,8563,0.917,LOW
4072,0.94,73.7,40,77.4,2.3,3233,0.96,LOW
4073,0.13,596.9,57,40.0,8.9,3342,0.568,MEDIUM
4074,0.11,401.9,48,5.7,2.5,7683,0.195,HIGH
4075,0.96,555.3,27,73.5,2.2,6276,0.997,LOW
4076,0.41,476.5,80,44.5,9.6,4155,0.872,LOW
4077,0.36,307.1,19,49.0,5.7,1524,0.365,HIGH
4078,0.84,193.0,93,83.6,8.1,6715,0.983,LOW
4079,0.97,1.9,34,96.6,6.9,5872,0.001,HIGH
4080,0.85,343.0,81,73.0,3.1,9959,0.993,LOW
4081,0.84,629.6,76,50.4,8.2,1938,0.997,LOW
4082,0.7,128.8,31,83.6,6.0,6263,0.78,LOW
4083,0.14,358.8,0,42.7,3.8,5612,0.094,HIGH
4084,0.67,170.0,3,48.4,2.6,1438,0.616,MEDIUM
4085,0.68,410.9,62,81.4,3.4,9887,0.98,LOW
4086,0.11,396.2,58,96.8,7.7,3758,0.503,MEDIUM
4087,0.26,570.7,0,85.6,7.8,7692,0.525,MEDIUM
4088,0.76,109.3,16,99.6,8.6,9888,0.72,LOW
4089,0.83,608.7,95,81.0,7.6,1159,0.999,LOW
4090,0.16,424.5,37,45.4,8.9,3061,0.249,HIGH
4091,0.06,230.8,74,47.6,9.6,1110,0.132,HIGH
4092,0.82,376.2,26,68.7,7.7,4400,0.957,LOW
4093,0.56,396.5,71,29.3,5.9,8012,0.895,LOW
4094,0.86,146.9,45,70.6,3.3,5603,0.949,LOW
4095,0.14,500.4,67,19.1,6.5,1082,0.503,MEDIUM
4096,0.55,251.3,85,58.9,9.6,3150,0.866,LOW
4097,0.09,357.6,12,24.9,8.8,5714,0.042,HIGH
4098,0.16,176.4,43,78.6,7.6,1224,0.162,HIGH
4099,0.49,196.3,33,78.0,2.7,4251,0.679,MEDIUM
4100,0.39,435.6,84,9.6,9.4,9942,0.698,MEDIUM
4101,0.73,215.0,2,86.7,4.2,6490,0.807,LOW
4102,0.15,130.5,6,11.4,4.9,8333,0.014,HIGH
4103,0.27,363.7,32,4.6,6.7,6731,0.175,HIGH
4104,0.07,36.4,95,54.8,9.0,4940,0.083,HIGH
4105,0.5,40.6,61,57.2,8.4,4341,0.403,MEDIUM
4106,0.78,442.5,83,32.0,1.9,5199,0.992,LOW
4107,0.93,512.7,57,27.0,7.0,2984,0.993,LOW
4108,0.33,375.4,91,41.4,1.2,9095,0.854,LOW
4109,0.1,331.3,24,39.6,4.1,1925,0.123,HIGH
4110,0.05,188.4,52,71.0,4.6,6227,0.115,HIGH
4111,0.97,388.4,63,12.7,9.1,6363,0.982,LOW
4112,0.28,329.5,31,7.5,2.9,9630,0.203,HIGH
4113,0.94,612.5,25,62.0,7.1,4688,0.995,LOW
4114,0.88,1.6,35,97.4,4.6,5134,0.0,HIGH
4115,0.42,347.7,13,79.2,4.3,9217,0.579,MEDIUM
4116,0.12,520.4,63,19.0,2.5,9668,0.496,MEDIUM
4117,0.96,262.6,69,96.4,3.9,6801,0.995,LOW
4118,0.4,222.9,91,0.1,6.7,7259,0.494,MEDIUM
4119,0.9,199.3,90,13.9,3.1,4709,0.978,LOW
4120,0.18,317.4,11,37.9,8.4,7922,0.067,HIGH
4121,0.88,159.1,28,2.1,9.9,9596,0.621,MEDIUM
4122,0.65,492.8,40,4.2,6.8,6206,0.875,LOW
4123,0.37,351.6,78,85.5,9.3,8220,0.807,LOW
4124,0.19,436.8,95,41.4,3.2,7771,0.758,LOW
4125,0.95,620.2,87,98.9,8.4,5537,1.0,LOW
4126,0.41,206.0,86,97.9,3.2,3507,0.892,LOW
4127,0.59,173.9,63,11.5,8.5,6761,0.539,MEDIUM
4128,0.46,258.0,51,78.6,6.0,4377,0.74,LOW
4129,0.09,80.6,32,71.4,6.9,7722,0.033,HIGH
4130,0.29,608.3,82,9.6,3.6,7981,0.869,LOW
